Data zamówienia,Data księgowania,ID Zamówienia,Sklep ID,Produkt ID,Liczba jednostek,Cena jednostkowa,Cena zakupu
11.06.2023,14.06.2023,126091,3,46,1.0,2.500,0.5876775
14.06.2023,17.06.2023,129534,4,52,1.0,2.500,0.5876775
20.06.2023,21.06.2023,137581,7,40,1.0,3.750,1.0557937499999999
14.06.2023,17.06.2023,null,7,27,1.0,3.500,0.9854075
16.06.2023,21.06.2023,132912,1,51,0.0,3.000,0.705213
15.06.2023,20.06.2023,131262,1,50,1.0,2.500,0.5876775
02.06.2023,06.06.2023,115478,4,45,1.0,3.000,0.705213
19.06.2023,20.06.2023,136483,6,53,1.0,3.000,0.705213
20.06.2023,22.06.2023,137135,2,71,0.0,3.750,1.655775
08.06.2023,12.06.2023,122192,6,38,1.0,3.750,1.0557937499999999
15.06.2023,16.06.2023,131307,5,53,1.0,3.000,0.705213
13.06.2023,14.06.2023,128953,4,32,1.0,3.000,0.844635
19.06.2023,21.06.2023,136317,2,52,1.0,2.500,0.5876775
18.06.2023,21.06.2023,135101,1,27,1.0,3.500,0.9854075
09.06.2023,10.06.2023,123747,7,58,1.0,3.500,1.2409109999999999
16.06.2023,17.06.2023,132283,3,52,1.0,2.500,0.5876775
02.06.2023,05.06.2023,116259,1,55,2.0,4.000,0.940284
18.06.2023,19.06.2023,135145,7,56,2.0,2.550,0.59943105
21.06.2023,25.06.2023,138563,4,56,2.0,2.550,0.59943105
16.06.2023,19.06.2023,131764,5,57,0.0,3.100,0.7287201
04.06.2023,06.06.2023,117598,4,72,1.0,3.250,1.4350049999999999
27.06.2023,30.06.2023,145798,5,34,1.0,2.450,0.68978525
26.06.2023,27.06.2023,144201,5,35,1.0,3.100,0.8727895
07.06.2023,10.06.2023,120876,4,70,1.0,3.250,1.4350049999999999
10.06.2023,11.06.2023,124583,4,56,1.0,2.550,0.59943105
21.06.2023,26.06.2023,138427,7,22,1.0,2.000,0.56309
30.06.2023,03.07.2023,148424,4,61,1.0,4.750,1.6840935
02.06.2023,06.06.2023,115696,2,39,1.0,4.250,1.19656625
26.06.2023,27.06.2023,143955,2,83,1.0,14.000,10.28398
18.06.2023,21.06.2023,null,6,39,0.0,4.250,1.19656625
13.06.2023,16.06.2023,128094,7,57,1.0,3.100,0.7287201
18.06.2023,21.06.2023,134744,4,70,1.0,3.250,1.4350049999999999
14.06.2023,16.06.2023,129499,6,33,1.0,3.500,0.9854075
13.06.2023,14.06.2023,null,7,41,1.0,4.250,1.19656625
08.06.2023,09.06.2023,122558,4,25,2.0,2.200,0.619399
12.06.2023,14.06.2023,126987,4,34,2.0,2.450,0.68978525
14.06.2023,19.06.2023,129907,2,63,2.0,0.800,0.36363680000000004
02.06.2023,05.06.2023,115685,7,45,2.0,3.000,0.705213
14.06.2023,19.06.2023,129289,6,39,2.0,4.250,1.19656625
18.06.2023,20.06.2023,134595,6,59,2.0,4.500,1.595457
29.06.2023,03.07.2023,147897,5,72,0.0,2.650,1.170081
05.06.2023,06.06.2023,118994,1,52,2.0,2.500,0.5876775
10.06.2023,12.06.2023,124970,2,35,2.0,3.100,0.8727895
10.06.2023,12.06.2023,null,4,61,2.0,4.750,1.6840935
28.06.2023,02.07.2023,146874,2,58,2.0,3.500,1.2409109999999999
22.06.2023,25.06.2023,139796,1,50,2.0,2.500,0.5876775
12.06.2023,14.06.2023,126942,6,28,0.0,2.000,0.56309
23.06.2023,25.06.2023,140360,5,63,2.0,0.800,0.36363680000000004
05.06.2023,06.06.2023,118922,7,48,2.0,2.500,0.5876775
19.06.2023,21.06.2023,135961,4,59,2.0,4.500,1.595457
30.06.2023,03.07.2023,148390,1,39,2.0,4.250,1.19656625
13.06.2023,15.06.2023,128781,1,36,2.0,3.750,1.0557937499999999
10.06.2023,12.06.2023,125078,1,47,2.0,3.000,0.705213
28.06.2023,01.07.2023,146469,6,24,2.0,3.000,0.844635
06.06.2023,07.06.2023,120552,4,87,2.0,3.000,0.844635
29.06.2023,02.07.2023,147666,3,26,0.0,3.000,0.844635
16.06.2023,18.06.2023,132115,5,46,2.0,2.500,0.5876775
08.06.2023,10.06.2023,123079,6,37,2.0,3.000,0.844635
10.06.2023,11.06.2023,null,5,27,1.0,3.500,0.9854075
20.06.2023,22.06.2023,137323,7,54,1.0,2.500,0.5876775
15.06.2023,18.06.2023,130786,6,58,1.0,3.500,1.2409109999999999
28.06.2023,01.07.2023,146718,7,71,1.0,3.750,1.655775
26.06.2023,28.06.2023,143867,4,77,1.0,3.000,1.32462
18.06.2023,21.06.2023,135208,7,26,1.0,3.000,0.844635
13.06.2023,14.06.2023,128856,7,73,0.0,3.750,1.655775
25.06.2023,27.06.2023,143278,1,71,1.0,3.750,1.655775
13.06.2023,15.06.2023,129207,5,38,1.0,3.750,1.0557937499999999
07.06.2023,08.06.2023,121876,1,45,1.0,3.000,0.705213
19.06.2023,22.06.2023,136425,7,54,1.0,2.500,0.5876775
05.06.2023,06.06.2023,118962,5,36,1.0,3.750,1.0557937499999999
23.06.2023,25.06.2023,140376,4,79,1.0,3.750,1.655775
07.06.2023,10.06.2023,121723,7,44,1.0,2.500,0.5876775
08.06.2023,10.06.2023,122193,6,38,1.0,3.750,1.0557937499999999
15.06.2023,20.06.2023,131284,4,23,1.0,2.500,0.7038625
03.06.2023,05.06.2023,117388,4,39,1.0,4.250,1.19656625
25.06.2023,27.06.2023,143065,4,22,1.0,2.000,0.56309
19.06.2023,22.06.2023,136647,6,69,1.0,3.250,1.4350049999999999
21.06.2023,25.06.2023,138016,6,55,1.0,4.000,0.940284
20.06.2023,21.06.2023,null,5,57,2.0,3.100,0.7287201
09.06.2023,12.06.2023,null,1,55,1.0,4.000,0.940284
12.06.2023,13.06.2023,127516,6,28,1.0,2.000,0.56309
03.06.2023,07.06.2023,116505,4,72,0.0,3.250,1.4350049999999999
24.06.2023,28.06.2023,142249,5,55,2.0,4.000,0.940284
26.06.2023,29.06.2023,143972,5,76,1.0,3.500,1.54539
14.06.2023,17.06.2023,130285,5,78,1.0,4.500,1.9869299999999999
19.06.2023,22.06.2023,135919,2,15,1.0,9.250,3.075366
17.06.2023,19.06.2023,133483,1,55,2.0,4.000,0.940284
12.06.2023,15.06.2023,127439,4,34,1.0,2.450,0.68978525
13.06.2023,15.06.2023,128726,1,52,2.0,2.500,0.5876775
04.06.2023,07.06.2023,118074,1,27,2.0,3.500,0.9854075
18.06.2023,19.06.2023,134781,4,44,2.0,2.500,0.5876775
07.06.2023,09.06.2023,121009,3,84,0.0,0.800,0.36363680000000004
14.06.2023,15.06.2023,129579,4,36,2.0,3.750,1.0557937499999999
21.06.2023,22.06.2023,null,7,45,2.0,3.000,0.705213
07.06.2023,10.06.2023,121321,7,46,0.0,2.500,0.5876775
07.06.2023,10.06.2023,121049,4,65,2.0,0.800,0.36363680000000004
13.06.2023,16.06.2023,128517,4,34,2.0,2.450,0.68978525
25.06.2023,26.06.2023,143666,2,40,0.0,3.750,1.0557937499999999
30.06.2023,03.07.2023,149310,2,24,2.0,3.000,0.844635
18.06.2023,21.06.2023,134242,3,31,2.0,2.200,0.619399
10.06.2023,11.06.2023,124767,1,31,2.0,2.200,0.619399
09.06.2023,10.06.2023,123836,4,24,2.0,3.000,0.844635
17.06.2023,19.06.2023,133196,2,32,0.0,3.000,0.844635
28.06.2023,30.06.2023,146966,4,87,1.0,3.000,0.844635
06.06.2023,09.06.2023,119946,5,44,1.0,2.500,0.5876775
02.06.2023,05.06.2023,116169,6,40,1.0,3.750,1.0557937499999999
03.06.2023,04.06.2023,116715,6,51,1.0,3.000,0.705213
28.06.2023,03.07.2023,146665,2,79,1.0,3.750,1.655775
05.06.2023,06.06.2023,119012,6,51,1.0,3.000,0.705213
21.06.2023,24.06.2023,138652,6,71,0.0,3.750,1.655775
08.06.2023,09.06.2023,123156,6,48,1.0,2.500,0.5876775
12.06.2023,14.06.2023,127050,2,37,1.0,3.000,0.844635
21.06.2023,23.06.2023,138770,7,40,1.0,3.750,1.0557937499999999
04.06.2023,05.06.2023,118082,1,34,1.0,2.450,0.68978525
10.06.2023,13.06.2023,124756,4,72,1.0,3.250,1.4350049999999999
12.06.2023,13.06.2023,127119,7,69,1.0,3.250,1.4350049999999999
03.06.2023,05.06.2023,116491,4,56,1.0,2.550,0.59943105
18.06.2023,19.06.2023,134804,3,55,2.0,4.000,0.940284
23.06.2023,25.06.2023,140685,6,47,2.0,3.000,0.705213
30.06.2023,05.07.2023,148450,6,57,1.0,3.100,0.7287201
14.06.2023,15.06.2023,129757,5,63,1.0,0.800,0.36363680000000004
22.06.2023,26.06.2023,139967,5,22,0.0,2.000,0.56309
03.06.2023,04.06.2023,117064,7,59,1.0,4.500,1.595457
06.06.2023,09.06.2023,120541,2,59,1.0,4.500,1.595457
27.06.2023,30.06.2023,145179,5,74,1.0,3.500,1.54539
17.06.2023,19.06.2023,133632,2,75,1.0,3.500,1.54539
05.06.2023,07.06.2023,118764,6,39,2.0,4.250,1.19656625
28.06.2023,29.06.2023,147001,7,22,2.0,2.000,0.56309
18.06.2023,19.06.2023,134271,5,84,2.0,0.800,0.36363680000000004
21.06.2023,26.06.2023,138554,1,53,2.0,3.000,0.705213
09.06.2023,12.06.2023,124351,5,39,2.0,4.250,1.19656625
21.06.2023,22.06.2023,138009,2,64,2.0,0.800,0.36363680000000004
20.06.2023,21.06.2023,136764,5,53,2.0,3.000,0.705213
30.06.2023,03.07.2023,148469,1,24,2.0,3.000,0.844635
22.06.2023,24.06.2023,139352,4,53,0.0,3.000,0.705213
09.06.2023,14.06.2023,123293,1,87,2.0,3.000,0.844635
26.06.2023,27.06.2023,143888,5,31,2.0,2.200,0.619399
11.06.2023,12.06.2023,125846,5,30,2.0,3.000,0.844635
06.06.2023,08.06.2023,120225,4,79,0.0,3.750,1.655775
27.06.2023,30.06.2023,146262,3,27,1.0,3.500,0.9854075
07.06.2023,09.06.2023,121608,4,53,1.0,3.000,0.705213
29.06.2023,30.06.2023,147638,7,71,1.0,3.750,1.655775
21.06.2023,23.06.2023,138085,7,73,1.0,3.750,1.655775
11.06.2023,13.06.2023,126292,4,38,0.0,3.750,1.0557937499999999
15.06.2023,17.06.2023,130797,6,45,1.0,3.000,0.705213
08.06.2023,09.06.2023,122381,4,54,1.0,2.500,0.5876775
13.06.2023,15.06.2023,128845,5,37,1.0,3.000,0.844635
22.06.2023,26.06.2023,139735,6,46,1.0,2.500,0.5876775
05.06.2023,08.06.2023,118706,2,46,1.0,2.500,0.5876775
01.06.2023,03.06.2023,114821,4,39,1.0,4.250,1.19656625
15.06.2023,20.06.2023,131292,3,28,1.0,2.000,0.56309
01.06.2023,03.06.2023,114768,6,33,1.0,3.500,0.9854075
03.06.2023,04.06.2023,116323,5,74,1.0,3.500,1.54539
09.06.2023,12.06.2023,123808,3,55,2.0,4.000,0.940284
23.06.2023,26.06.2023,140428,2,69,1.0,3.250,1.4350049999999999
26.06.2023,28.06.2023,144781,7,25,0.0,2.200,0.619399
13.06.2023,15.06.2023,129107,6,57,0.0,3.100,0.7287201
08.06.2023,11.06.2023,123159,2,12,1.0,8.950,2.9756243999999996
25.06.2023,28.06.2023,143264,6,56,2.0,2.550,0.59943105
29.06.2023,30.06.2023,148226,1,36,2.0,3.750,1.0557937499999999
23.06.2023,25.06.2023,141208,6,53,2.0,3.000,0.705213
16.06.2023,18.06.2023,132429,7,46,2.0,2.500,0.5876775
25.06.2023,27.06.2023,143083,6,60,0.0,3.750,1.3295474999999999
23.06.2023,25.06.2023,141146,4,42,2.0,2.500,0.5876775
15.06.2023,17.06.2023,131169,7,64,2.0,0.800,0.36363680000000004
03.06.2023,06.06.2023,117005,7,41,0.0,4.250,1.19656625
24.06.2023,27.06.2023,142150,1,51,2.0,3.000,0.705213
02.06.2023,05.06.2023,115962,2,44,2.0,2.500,0.5876775
29.06.2023,04.07.2023,147449,7,29,2.0,2.500,0.7038625
07.06.2023,08.06.2023,121138,2,29,2.0,2.500,0.7038625
18.06.2023,20.06.2023,134898,6,47,2.0,3.000,0.705213
29.06.2023,30.06.2023,147764,6,42,2.0,2.500,0.5876775
29.06.2023,30.06.2023,148053,2,22,0.0,2.000,0.56309
22.06.2023,25.06.2023,139216,7,27,0.0,3.500,0.9854075
03.06.2023,04.06.2023,116766,6,38,2.0,3.750,1.0557937499999999
06.06.2023,09.06.2023,119871,7,27,2.0,3.500,0.9854075
17.06.2023,20.06.2023,null,1,35,2.0,3.100,0.8727895
12.06.2023,13.06.2023,127204,4,61,2.0,4.750,1.6840935
11.06.2023,12.06.2023,126582,2,61,2.0,4.750,1.6840935
09.06.2023,11.06.2023,123523,6,82,6.0,12.000,8.81484
26.06.2023,28.06.2023,144682,5,26,2.0,3.000,0.844635
09.06.2023,10.06.2023,123830,1,30,2.0,3.000,0.844635
08.06.2023,11.06.2023,122184,6,37,2.0,3.000,0.844635
09.06.2023,11.06.2023,123350,1,26,2.0,3.000,0.844635
26.06.2023,28.06.2023,143920,1,49,1.0,3.000,0.705213
27.06.2023,29.06.2023,145872,4,40,1.0,3.750,1.0557937499999999
13.06.2023,15.06.2023,128496,3,42,1.0,2.500,0.5876775
16.06.2023,20.06.2023,132298,7,26,1.0,3.000,0.844635
14.06.2023,15.06.2023,129639,4,46,0.0,2.500,0.5876775
16.06.2023,21.06.2023,132394,7,37,1.0,3.000,0.844635
20.06.2023,21.06.2023,null,6,50,1.0,2.500,0.5876775
10.06.2023,13.06.2023,125044,1,42,1.0,2.500,0.5876775
26.06.2023,28.06.2023,144100,4,78,1.0,4.500,1.9869299999999999
19.06.2023,22.06.2023,135806,6,34,1.0,2.450,0.68978525
06.06.2023,08.06.2023,120425,6,69,1.0,3.250,1.4350049999999999
06.06.2023,08.06.2023,119990,6,55,0.0,4.000,0.940284
22.06.2023,24.06.2023,139929,7,10,1.0,10.000,5.54547
18.06.2023,21.06.2023,135313,1,39,1.0,4.250,1.19656625
30.06.2023,04.07.2023,149270,4,70,1.0,3.250,1.4350049999999999
13.06.2023,16.06.2023,128331,2,56,1.0,2.550,0.59943105
01.06.2023,06.06.2023,114960,7,69,0.0,3.250,1.4350049999999999
27.06.2023,30.06.2023,145700,6,28,0.0,2.000,0.56309
